freq,unit,iccs,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,P_HTHAB,ICCS0101,TR823	4.54 	2.49 	4.47 	2.96 	3.45 	1.49 	1.96 	1.96 	3.92 	3.89 	3.37 	1.37 	1.83 	2.31 
A,P_HTHAB,ICCS0101,TR83	3.15 	2.87 	2.52 	2.81 	2.65 	2.50 	2.10 	2.69 	3.01 	3.31 	2.27 	2.13 	2.65 	2.31 
A,P_HTHAB,ICCS0101,TR831	3.09 	2.43 	3.04 	3.67 	2.64 	2.24 	1.82 	2.44 	3.20 	3.24 	2.06 	1.57 	2.30 	2.36 
A,P_HTHAB,ICCS0101,TR832	2.74 	3.08 	1.28 	1.78 	2.30 	1.63 	1.50 	3.18 	2.02 	2.99 	2.33 	2.12 	2.45 	1.67 
A,P_HTHAB,ICCS0101,TR833	3.46 	3.85 	3.33 	2.05 	1.87 	4.15 	3.76 	3.22 	3.43 	3.41 	2.27 	2.61 	3.77 	3.21 
A,P_HTHAB,ICCS0101,TR834	3.65 	2.47 	1.54 	2.69 	4.64 	2.48 	1.55 	1.86 	3.41 	3.98 	3.03 	3.56 	2.66 	1.79 
A,P_HTHAB,ICCS0101,TR9	2.81 	2.55 	2.22 	1.83 	2.27 	1.69 	1.96 	2.14 	2.06 	1.93 	2.28 	1.36 	1.86 	1.79 
A,P_HTHAB,ICCS0101,TR90	2.81 	2.55 	2.22 	1.83 	2.27 	1.69 	1.96 	2.14 	2.06 	1.93 	2.28 	1.36 	1.86 	1.79 
A,P_HTHAB,ICCS0101,TR901	1.62 	2.00 	1.44 	0.79 	0.79 	1.06 	1.58 	2.35 	1.56 	1.41 	1.91 	0.99 	1.61 	1.35 
A,P_HTHAB,ICCS0101,TR902	2.80 	2.78 	1.94 	2.09 	1.82 	2.29 	1.91 	1.79 	2.19 	2.13 	2.69 	1.42 	2.52 	1.84 
A,P_HTHAB,ICCS0101,TR903	4.31 	3.79 	4.27 	3.58 	4.29 	2.15 	2.82 	3.02 	2.34 	3.37 	1.83 	2.42 	1.78 	2.01 
A,P_HTHAB,ICCS0101,TR904	4.74 	2.50 	1.25 	1.88 	3.41 	2.47 	2.74 	2.12 	1.52 	1.21 	3.62 	1.15 	1.75 	2.32 
A,P_HTHAB,ICCS0101,TR905	2.38 	2.40 	1.81 	2.43 	4.21 	0.60 	1.18 	1.77 	4.16 	1.19 	2.41 	1.15 	0.59 	1.77 
A,P_HTHAB,ICCS0101,TR906	0.76 	0.76 	4.58 	0.00 	1.51 	0.00 	0.71 	0.68 	1.98 	1.74 	0.59 	0.61 	1.82 	2.12 
A,P_HTHAB,ICCS0101,TRA	3.62 	3.36 	3.50 	3.32 	3.54 	2.96 	2.72 	2.76 	2.51 	2.27 	3.06 	3.30 	3.68 	2.01 
A,P_HTHAB,ICCS0101,TRA1	3.16 	2.64 	2.07 	2.06 	1.86 	1.68 	2.07 	1.87 	1.69 	1.02 	1.49 	2.21 	3.14 	1.02 
A,P_HTHAB,ICCS0101,TRA11	2.93 	2.97 	2.07 	2.34 	1.92 	1.41 	2.61 	2.23 	1.44 	1.05 	1.31 	1.95 	3.54 	0.53 
A,P_HTHAB,ICCS0101,TRA12	4.68 	2.37 	2.34 	0.89 	1.86 	2.75 	0.45 	1.34 	2.69 	1.33 	1.30 	3.39 	1.70 	2.99 
A,P_HTHAB,ICCS0101,TRA13	1.31 	0.00 	1.34 	2.69 	1.30 	1.32 	1.32 	0.00 	1.27 	0.00 	3.73 	1.22 	3.54 	0.00 
A,P_HTHAB,ICCS0101,TRA2	4.04 	4.03 	4.84 	4.50 	5.10 	4.16 	3.32 	3.60 	3.27 	3.47 	4.57 	4.36 	4.20 	2.95 
A,P_HTHAB,ICCS0101,TRA21	2.83 	3.76 	4.09 	3.69 	5.40 	4.89 	2.72 	3.46 	2.92 	4.61 	3.73 	3.71 	4.29 	3.74 
A,P_HTHAB,ICCS0101,TRA22	6.09 	5.13 	5.22 	7.62 	4.91 	1.64 	5.65 	3.71 	4.78 	3.11 	6.61 	4.85 	5.26 	2.11 
A,P_HTHAB,ICCS0101,TRA23	4.95 	3.80 	7.09 	3.80 	5.82 	7.35 	1.58 	4.69 	3.64 	0.52 	4.11 	4.05 	4.01 	1.99 
A,P_HTHAB,ICCS0101,TRA24	2.66 	2.67 	3.70 	0.95 	2.79 	1.88 	2.92 	1.98 	0.00 	4.07 	4.12 	7.08 	1.03 	3.12 
A,P_HTHAB,ICCS0101,TRB	3.20 	3.10 	3.08 	3.29 	3.88 	2.24 	2.78 	2.97 	4.78 	4.08 	2.91 	2.75 	2.37 	2.15 
A,P_HTHAB,ICCS0101,TRB1	2.94 	3.20 	2.77 	2.77 	3.31 	2.33 	2.14 	3.43 	3.12 	2.98 	2.38 	2.38 	2.11 	2.79 
A,P_HTHAB,ICCS0101,TRB11	1.94 	2.04 	3.53 	2.30 	2.24 	2.62 	1.97 	2.60 	2.07 	2.18 	1.91 	2.01 	2.37 	2.73 
A,P_HTHAB,ICCS0101,TRB12	2.59 	4.20 	2.36 	2.35 	3.04 	2.67 	2.11 	2.99 	2.96 	2.59 	2.91 	2.18 	2.03 	2.55 
A,P_HTHAB,ICCS0101,TRB13	6.36 	3.90 	1.17 	2.74 	4.58 	0.76 	1.51 	3.76 	2.99 	4.08 	2.93 	2.13 	1.79 	3.19 
A,P_HTHAB,ICCS0101,TRB14	3.57 	4.63 	3.61 	10.43 	10.58 	2.32 	5.85 	12.71 	13.94 	9.73 	1.21 	7.94 	1.18 	3.60 
A,P_HTHAB,ICCS0101,TRB2	3.42 	3.01 	3.33 	3.71 	4.35 	2.16 	3.30 	2.61 	6.12 	4.96 	3.34 	3.04 	2.58 	1.64 
A,P_HTHAB,ICCS0101,TRB21	2.35 	2.89 	3.03 	1.93 	2.15 	1.52 	3.64 	1.93 	3.74 	3.27 	1.54 	2.31 	2.20 	1.31 
A,P_HTHAB,ICCS0101,TRB22	3.70 	1.24 	1.48 	2.95 	2.41 	2.90 	3.15 	2.19 	2.69 	2.95 	1.73 	1.47 	1.96 	1.95 
A,P_HTHAB,ICCS0101,TRB23	1.22 	1.53 	1.52 	3.35 	4.75 	2.97 	2.67 	3.85 	4.11 	2.93 	3.81 	2.00 	2.87 	2.56 
A,P_HTHAB,ICCS0101,TRB24	10.14 	8.12 	9.74 	12.73 	15.06 	2.50 	2.93 	4.34 	22.96 	17.55 	12.33 	9.43 	4.63 	1.43 
A,P_HTHAB,ICCS0101,TRC	3.04 	3.26 	3.20 	2.71 	3.62 	3.14 	3.54 	3.72 	4.85 	3.93 	3.17 	2.85 	2.53 	3.00 
A,P_HTHAB,ICCS0101,TRC1	2.74 	3.11 	3.60 	2.15 	2.75 	3.06 	4.16 	3.98 	4.31 	4.16 	3.55 	3.26 	2.61 	2.92 
A,P_HTHAB,ICCS0101,TRC11	3.21 	3.16 	4.54 	2.35 	2.85 	3.61 	4.99 	4.34 	5.12 	4.91 	4.04 	3.45 	3.04 	3.05 
A,P_HTHAB,ICCS0101,TRC12	1.54 	2.73 	0.68 	1.35 	2.02 	1.18 	1.34 	2.01 	1.66 	1.97 	1.46 	1.92 	1.44 	1.58 
A,P_HTHAB,ICCS0101,TRC13	2.53 	4.13 	4.91 	3.25 	4.82 	4.02 	5.44 	7.77 	4.59 	3.06 	5.87 	6.31 	1.40 	7.00 
A,P_HTHAB,ICCS0101,TRC2	3.22 	3.36 	2.65 	3.32 	4.26 	3.52 	3.34 	3.07 	3.50 	3.79 	2.98 	2.60 	2.74 	3.36 
A,P_HTHAB,ICCS0101,TRC21	3.41 	3.24 	1.86 	3.37 	3.61 	2.72 	3.00 	2.28 	2.96 	3.35 	2.82 	2.55 	2.31 	2.74 
A,P_HTHAB,ICCS0101,TRC22	3.01 	3.48 	3.50 	3.27 	4.97 	4.40 	3.73 	3.98 	4.11 	4.30 	3.18 	2.66 	3.25 	4.09 
A,P_HTHAB,ICCS0101,TRC3	3.12 	3.31 	3.60 	2.42 	3.65 	2.64 	3.12 	4.46 	7.73 	3.85 	3.01 	2.76 	2.08 	2.52 
A,P_HTHAB,ICCS0101,TRC31	2.68 	2.40 	3.66 	3.22 	3.01 	2.07 	3.21 	4.94 	8.03 	2.89 	2.35 	2.53 	2.62 	3.16 
A,P_HTHAB,ICCS0101,TRC32	2.33 	3.29 	3.41 	1.76 	1.72 	2.81 	2.19 	1.79 	2.82 	2.95 	3.42 	3.17 	1.81 	2.58 
A,P_HTHAB,ICCS0101,TRC33	5.29 	4.89 	3.95 	1.63 	7.64 	3.43 	4.00 	6.75 	15.50 	6.61 	3.97 	3.24 	1.51 	1.67 
A,P_HTHAB,ICCS0101,TRC34	2.40 	3.34 	3.29 	2.66 	2.58 	2.57 	3.18 	4.40 	3.75 	3.72 	2.47 	1.81 	2.12 	2.11 
A,P_HTHAB,ICCS0101,XK	5.25 	3.35 	4.80 	3.46 	5.06 	2.26 	2.09 	1.50 	1.64 	1.85 	2.39 	1.28 	1.57 	: 
A,P_HTHAB,ICCS02011,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42.20 	43.32 	39.37 
A,P_HTHAB,ICCS02011,AL0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42.20 	43.32 	39.37 
A,P_HTHAB,ICCS02011,AL01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26.54 	31.44 	29.45 
A,P_HTHAB,ICCS02011,AL011	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26.06 	48.34 	32.55 
A,P_HTHAB,ICCS02011,AL012	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.33 	45.75 	37.67 
A,P_HTHAB,ICCS02011,AL013	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.58 	27.84 	38.98 
A,P_HTHAB,ICCS02011,AL014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.97 	13.85 	22.37 
A,P_HTHAB,ICCS02011,AL015	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.80 	13.00 	16.23 
A,P_HTHAB,ICCS02011,AL02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45.98 	44.55 	39.88 
A,P_HTHAB,ICCS02011,AL021	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	46.91 	49.25 	39.81 
A,P_HTHAB,ICCS02011,AL022	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45.69 	43.15 	39.90 
A,P_HTHAB,ICCS02011,AL03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	51.68 	52.72 	47.93 
A,P_HTHAB,ICCS02011,AL031	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45.54 	55.74 	59.44 
A,P_HTHAB,ICCS02011,AL032	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.16 	36.22 	36.36 
A,P_HTHAB,ICCS02011,AL033	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32.56 	26.94 	34.46 
A,P_HTHAB,ICCS02011,AL034	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67.82 	58.58 	48.47 
A,P_HTHAB,ICCS02011,AL035	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	80.82 	77.81 	61.81 
A,P_HTHAB,ICCS02011,AT	486.21 	492.97 	455.23 	482.41 	491.54 	467.54 	442.62 	440.53 	462.26 	445.90 	427.71 	438.05 	396.03 	383.84 
A,P_HTHAB,ICCS02011,AT1	531.98 	521.44 	510.87 	555.31 	577.08 	544.68 	524.89 	535.24 	554.09 	523.75 	493.81 	496.50 	462.25 	458.21 
A,P_HTHAB,ICCS02011,AT11	229.20 	231.98 	235.11 	259.33 	247.04 	212.42 	197.97 	186.92 	191.40 	201.07 	206.37 	221.17 	164.72 	160.13 
A,P_HTHAB,ICCS02011,AT111	261.77 	208.16 	229.17 	261.30 	218.31 	199.65 	218.47 	159.48 	193.68 	209.26 	196.49 	189.27 	187.25 	104.13 
A,P_HTHAB,ICCS02011,AT112	229.01 	227.59 	236.92 	256.82 	255.15 	205.15 	197.98 	199.17 	176.50 	207.36 	217.31 	233.99 	173.68 	187.65 
A,P_HTHAB,ICCS02011,AT113	216.94 	247.77 	234.64 	262.42 	245.60 	228.65 	190.05 	178.17 	214.34 	187.78 	192.44 	212.50 	141.25 	135.96 
A,P_HTHAB,ICCS02011,AT12	294.58 	291.02 	269.63 	292.77 	287.90 	276.23 	269.03 	252.75 	275.20 	249.38 	267.14 	261.10 	230.72 	222.55 
A,P_HTHAB,ICCS02011,AT121	236.19 	253.47 	240.92 	251.87 	248.57 	245.39 	237.87 	217.15 	217.24 	207.59 	242.23 	233.85 	179.91 	177.32 
A,P_HTHAB,ICCS02011,AT122	517.36 	536.78 	473.08 	493.53 	494.29 	498.77 	474.78 	507.59 	484.25 	439.04 	449.49 	451.47 	377.17 	370.24 
A,P_HTHAB,ICCS02011,AT123	366.43 	332.94 	335.14 	373.71 	362.26 	358.05 	348.47 	292.05 	361.79 	328.48 	368.66 	355.75 	319.13 	296.79 
A,P_HTHAB,ICCS02011,AT124	237.02 	251.37 	234.04 	266.10 	309.09 	251.06 	274.92 	209.97 	281.45 	245.54 	277.32 	263.97 	217.37 	208.00 
A,P_HTHAB,ICCS02011,AT125	501.69 	467.26 	434.77 	473.61 	436.07 	421.57 	389.80 	343.20 	402.31 	384.19 	376.32 	360.90 	294.70 	318.75 
A,P_HTHAB,ICCS02011,AT126	154.97 	153.48 	138.99 	148.66 	132.38 	122.87 	123.66 	124.27 	136.09 	104.02 	114.96 	115.03 	134.85 	118.82 
A,P_HTHAB,ICCS02011,AT127	218.18 	193.58 	184.26 	213.49 	198.16 	196.05 	185.34 	181.03 	198.70 	189.97 	199.43 	195.56 	193.86 	184.21 
A,P_HTHAB,ICCS02011,AT13	809.53 	790.00 	786.39 	852.92 	903.92 	848.93 	813.47 	848.37 	862.07 	818.92 	738.84 	747.20 	712.12 	711.58 
A,P_HTHAB,ICCS02011,AT130	809.53 	790.00 	786.39 	852.92 	903.92 	848.93 	813.47 	848.37 	862.07 	818.92 	738.84 	747.20 	712.12 	711.58 
A,P_HTHAB,ICCS02011,AT2	421.06 	448.52 	401.12 	403.04 	404.09 	378.22 	353.45 	346.90 	361.17 	350.21 	336.24 	348.39 	296.07 	285.71 
A,P_HTHAB,ICCS02011,AT21	468.27 	530.51 	457.71 	469.54 	456.09 	424.50 	390.91 	400.26 	397.34 	393.35 	331.25 	354.94 	304.12 	298.89 
A,P_HTHAB,ICCS02011,AT211	575.88 	678.46 	550.58 	541.29 	553.24 	523.67 	494.73 	518.49 	502.57 	509.24 	417.69 	442.74 	383.29 	391.84 
A,P_HTHAB,ICCS02011,AT212	301.62 	330.71 	321.68 	364.28 	351.36 	274.20 	250.00 	260.10 	244.67 	246.45 	198.57 	241.44 	216.44 	183.86 
A,P_HTHAB,ICCS02011,AT213	417.24 	433.91 	404.80 	427.93 	366.68 	367.80 	316.03 	296.21 	326.35 	295.53 	276.13 	280.24 	223.34 	212.55 
A,P_HTHAB,ICCS02011,AT22	399.10 	410.44 	374.92 	372.37 	380.16 	356.99 	336.31 	322.54 	344.72 	330.64 	338.49 	345.44 	292.44 	279.77 
A,P_HTHAB,ICCS02011,AT221	491.62 	500.02 	479.35 	507.44 	503.61 	487.21 	452.54 	438.40 	489.41 	447.62 	466.72 	472.62 	413.96 	402.46 
A,P_HTHAB,ICCS02011,AT222	348.89 	431.70 	422.66 	346.65 	395.98 	336.54 	299.14 	266.42 	309.29 	256.21 	300.94 	279.10 	210.92 	203.54 
A,P_HTHAB,ICCS02011,AT223	451.54 	447.05 	387.08 	386.09 	409.81 	393.21 	388.62 	389.45 	376.14 	442.23 	394.65 	470.94 	368.69 	335.87 
A,P_HTHAB,ICCS02011,AT224	281.28 	279.91 	232.83 	240.60 	229.88 	231.24 	218.80 	220.42 	208.43 	199.74 	206.37 	189.20 	177.55 	163.54 
A,P_HTHAB,ICCS02011,AT225	367.34 	375.32 	334.69 	280.82 	323.12 	276.48 	240.73 	216.56 	224.95 	234.30 	234.93 	242.20 	187.19 	195.32 
A,P_HTHAB,ICCS02011,AT226	368.03 	396.18 	358.75 	354.41 	328.87 	269.84 	292.79 	246.50 	296.43 	238.60 	268.95 	252.85 	204.55 	175.09 
A,P_HTHAB,ICCS02011,AT3	470.36 	485.28 	420.74 	441.87 	440.27 	426.90 	395.26 	380.22 	408.99 	405.97 	399.36 	417.85 	372.04 	348.67 
A,P_HTHAB,ICCS02011,AT31	451.64 	433.33 	355.65 	376.89 	358.45 	340.71 	315.77 	311.71 	338.05 	324.43 	316.31 	327.04 	292.29 	267.25 
A,P_HTHAB,ICCS02011,AT311	388.67 	384.21 	313.77 	326.86 	328.60 	303.51 	294.10 	281.45 	332.24 	293.46 	253.11 	261.79 	212.43 	190.09 
A,P_HTHAB,ICCS02011,AT312	582.25 	533.29 	469.52 	492.98 	472.14 	448.89 	406.89 	393.21 	435.51 	429.93 	434.05 	465.21 	421.90 	396.80 
A,P_HTHAB,ICCS02011,AT313	281.25 	261.96 	197.97 	188.28 	186.11 	192.91 	197.35 	200.77 	186.22 	171.09 	161.64 	176.30 	146.10 	138.71 
A,P_HTHAB,ICCS02011,AT314	419.56 	458.93 	354.67 	397.10 	325.64 	340.46 	284.29 	275.82 	294.30 	304.56 	272.12 	277.84 	252.18 	215.31 
A,P_HTHAB,ICCS02011,AT315	389.96 	389.63 	274.73 	313.12 	295.93 	255.43 	246.28 	270.54 	268.90 	249.93 	265.88 	227.00 	220.78 	184.51 
A,P_HTHAB,ICCS02011,AT32	467.54 	538.26 	452.79 	486.47 	494.80 	515.89 	452.77 	439.86 	476.17 	506.86 	476.85 	503.40 	440.18 	444.08 
A,P_HTHAB,ICCS02011,AT321	537.66 	488.30 	344.18 	403.32 	380.70 	425.78 	361.86 	273.73 	296.88 	303.53 	304.76 	290.35 	266.65 	124.27 
A,P_HTHAB,ICCS02011,AT322	409.12 	432.69 	384.60 	386.11 	386.94 	404.60 	314.83 	318.75 	327.66 	356.13 	301.01 	329.10 	274.25 	258.32 
A,P_HTHAB,ICCS02011,AT323	491.03 	591.25 	491.61 	538.78 	552.38 	573.39 	522.50 	505.76 	555.05 	587.78 	567.16 	595.04 	525.54 	546.31 
A,P_HTHAB,ICCS02011,AT33	488.14 	511.60 	470.30 	488.89 	503.11 	479.40 	455.10 	433.44 	451.88 	450.58 	457.97 	461.64 	403.10 	366.13 
A,P_HTHAB,ICCS02011,AT331	405.19 	453.39 	378.84 	401.81 	391.74 	297.03 	318.89 	293.46 	321.51 	364.21 	242.84 	281.60 	204.03 	157.32 
A,P_HTHAB,ICCS02011,AT332	554.54 	596.39 	573.84 	588.72 	572.37 	565.75 	537.28 	529.42 	551.07 	545.27 	577.19 	567.07 	523.34 	490.16 
A,P_HTHAB,ICCS02011,AT333	370.45 	294.70 	324.19 	408.47 	338.54 	309.76 	263.32 	251.55 	320.24 	284.38 	298.98 	272.80 	215.44 	211.01 
A,P_HTHAB,ICCS02011,AT334	417.40 	390.03 	391.88 	381.83 	439.72 	425.43 	375.58 	395.88 	396.41 	418.65 	384.80 	432.88 	343.31 	250.79 
A,P_HTHAB,ICCS02011,AT335	475.91 	516.16 	423.45 	443.84 	495.68 	456.74 	445.23 	386.78 	396.12 	391.48 	400.74 	404.37 	342.76 	319.35 
A,P_HTHAB,ICCS02011,AT34	512.34 	558.23 	529.09 	536.15 	553.75 	527.10 	500.16 	452.99 	499.55 	485.14 	490.12 	554.91 	516.19 	486.43 
A,P_HTHAB,ICCS02011,AT341	1110.60 	1166.06 	1140.09 	1169.86 	1185.94 	1193.73 	1169.66 	986.78 	1055.22 	996.18 	1080.97 	1055.62 	883.48 	860.17 
A,P_HTHAB,ICCS02011,AT342	321.73 	365.59 	336.63 	338.28 	357.52 	321.62 	295.15 	289.98 	329.69 	329.30 	310.31 	402.77 	404.89 	373.47 
A,P_HTHAB,ICCS02011,BE	: 	: 	: 	: 	: 	: 	: 	555.13 	556.84 	552.89 	565.92 	558.87 	481.62 	502.93 
A,P_HTHAB,ICCS02011,BE1	: 	: 	: 	: 	: 	: 	: 	715.90 	670.62 	680.51 	710.66 	690.95 	591.16 	662.87 
A,P_HTHAB,ICCS02011,BE10	: 	: 	: 	: 	: 	: 	: 	715.90 	670.62 	680.51 	710.66 	690.95 	591.16 	662.87 
A,P_HTHAB,ICCS02011,BE100	: 	: 	: 	: 	: 	: 	: 	715.90 	670.62 	680.51 	710.66 	690.95 	591.16 	662.87 
A,P_HTHAB,ICCS02011,BE2	: 	: 	: 	: 	: 	: 	: 	445.71 	462.80 	456.22 	460.28 	464.31 	395.12 	412.76 
A,P_HTHAB,ICCS02011,BE21	: 	: 	: 	: 	: 	: 	: 	493.66 	514.29 	511.95 	521.86 	534.92 	470.66 	480.33 
A,P_HTHAB,ICCS02011,BE211	: 	: 	: 	: 	: 	: 	: 	600.94 	637.72 	636.39 	648.79 	680.13 	602.58 	598.72 
A,P_HTHAB,ICCS02011,BE212	: 	: 	: 	: 	: 	: 	: 	415.43 	383.80 	402.15 	437.19 	398.28 	321.37 	359.89 
A,P_HTHAB,ICCS02011,BE213	: 	: 	: 	: 	: 	: 	: 	306.97 	330.17 	309.83 	295.83 	306.19 	281.80 	301.35 
A,P_HTHAB,ICCS02011,BE22	: 	: 	: 	: 	: 	: 	: 	386.94 	400.01 	398.20 	452.48 	430.79 	361.57 	377.14 
A,P_HTHAB,ICCS02011,BE223	: 	: 	: 	: 	: 	: 	: 	393.78 	383.10 	397.10 	444.78 	439.57 	389.61 	430.28 
A,P_HTHAB,ICCS02011,BE224	: 	: 	: 	: 	: 	: 	: 	439.82 	456.10 	449.72 	524.97 	475.60 	392.46 	398.07 
A,P_HTHAB,ICCS02011,BE225	: 	: 	: 	: 	: 	: 	: 	293.94 	320.89 	313.78 	338.52 	349.19 	287.50 	299.09 
A,P_HTHAB,ICCS02011,BE23	: 	: 	: 	: 	: 	: 	: 	511.14 	531.53 	522.06 	489.30 	503.53 	421.43 	455.71 
A,P_HTHAB,ICCS02011,BE231	: 	: 	: 	: 	: 	: 	: 	477.66 	504.68 	499.27 	473.94 	473.31 	397.85 	426.65 
A,P_HTHAB,ICCS02011,BE232	: 	: 	: 	: 	: 	: 	: 	445.58 	447.59 	445.01 	402.65 	402.88 	354.07 	357.44 
A,P_HTHAB,ICCS02011,BE233	: 	: 	: 	: 	: 	: 	: 	617.28 	599.79 	620.34 	559.41 	599.69 	546.19 	576.33 
A,P_HTHAB,ICCS02011,BE234	: 	: 	: 	: 	: 	: 	: 	549.29 	569.83 	557.85 	504.80 	531.49 	442.74 	498.61 
A,P_HTHAB,ICCS02011,BE235	: 	: 	: 	: 	: 	: 	: 	396.80 	427.15 	416.48 	395.41 	393.88 	291.99 	334.15 
A,P_HTHAB,ICCS02011,BE236	: 	: 	: 	: 	: 	: 	: 	538.92 	573.57 	549.46 	564.54 	577.89 	476.06 	490.89 
A,P_HTHAB,ICCS02011,BE24	: 	: 	: 	: 	: 	: 	: 	352.15 	347.05 	348.47 	354.58 	346.75 	299.36 	303.30 
A,P_HTHAB,ICCS02011,BE241	: 	: 	: 	: 	: 	: 	: 	331.15 	320.90 	328.50 	323.21 	320.83 	289.35 	281.11 
A,P_HTHAB,ICCS02011,BE242	: 	: 	: 	: 	: 	: 	: 	378.30 	379.70 	373.43 	393.81 	379.27 	311.96 	331.40 
A,P_HTHAB,ICCS02011,BE25	: 	: 	: 	: 	: 	: 	: 	421.18 	452.54 	431.92 	434.72 	442.02 	360.71 	384.45 
A,P_HTHAB,ICCS02011,BE251	: 	: 	: 	: 	: 	: 	: 	431.32 	462.75 	453.89 	453.16 	448.46 	343.01 	413.27 
A,P_HTHAB,ICCS02011,BE252	: 	: 	: 	: 	: 	: 	: 	355.70 	344.56 	333.38 	310.99 	292.86 	307.40 	335.91 
A,P_HTHAB,ICCS02011,BE253	: 	: 	: 	: 	: 	: 	: 	388.71 	446.60 	472.05 	427.19 	403.56 	316.10 	330.68 
A,P_HTHAB,ICCS02011,BE254	: 	: 	: 	: 	: 	: 	: 	430.47 	467.28 	410.76 	436.15 	485.00 	366.26 	386.93 
A,P_HTHAB,ICCS02011,BE255	: 	: 	: 	: 	: 	: 	: 	492.50 	519.79 	489.80 	532.44 	504.15 	397.02 	442.14 
A,P_HTHAB,ICCS02011,BE256	: 	: 	: 	: 	: 	: 	: 	448.00 	458.51 	479.01 	444.85 	449.82 	411.33 	385.33 
A,P_HTHAB,ICCS02011,BE257	: 	: 	: 	: 	: 	: 	: 	265.10 	284.80 	233.40 	235.07 	241.83 	254.29 	255.74 
A,P_HTHAB,ICCS02011,BE258	: 	: 	: 	: 	: 	: 	: 	431.22 	504.84 	479.75 	487.12 	525.06 	479.03 	419.29 
A,P_HTHAB,ICCS02011,BE3	: 	: 	: 	: 	: 	: 	: 	698.36 	687.82 	684.67 	708.60 	686.01 	601.90 	613.42 
A,P_HTHAB,ICCS02011,BE31	: 	: 	: 	: 	: 	: 	: 	466.60 	483.73 	465.56 	454.54 	481.36 	453.79 	423.68 
A,P_HTHAB,ICCS02011,BE310	: 	: 	: 	: 	: 	: 	: 	466.60 	483.73 	465.56 	454.54 	481.36 	453.79 	423.68 
A,P_HTHAB,ICCS02011,BE32	: 	: 	: 	: 	: 	: 	: 	796.62 	772.33 	746.92 	786.45 	747.87 	636.97 	650.66 
A,P_HTHAB,ICCS02011,BE323	: 	: 	: 	: 	: 	: 	: 	856.69 	745.69 	751.00 	810.22 	788.66 	675.77 	625.02 
A,P_HTHAB,ICCS02011,BE328	: 	: 	: 	: 	: 	: 	: 	664.44 	706.47 	687.91 	736.22 	751.72 	599.23 	640.08 
A,P_HTHAB,ICCS02011,BE329	: 	: 	: 	: 	: 	: 	: 	856.57 	831.09 	790.21 	856.63 	770.46 	650.02 	629.55 
A,P_HTHAB,ICCS02011,BE32A	: 	: 	: 	: 	: 	: 	: 	569.78 	582.33 	591.43 	529.27 	546.39 	430.12 	522.01 
A,P_HTHAB,ICCS02011,BE32B	: 	: 	: 	: 	: 	: 	: 	932.95 	921.61 	873.72 	929.01 	861.70 	756.31 	767.00 
A,P_HTHAB,ICCS02011,BE32C	: 	: 	: 	: 	: 	: 	: 	638.25 	625.37 	571.02 	589.44 	515.48 	483.53 	519.21 
A,P_HTHAB,ICCS02011,BE32D	: 	: 	: 	: 	: 	: 	: 	753.74 	697.08 	677.15 	696.81 	641.66 	548.64 	610.44 
A,P_HTHAB,ICCS02011,BE33	: 	: 	: 	: 	: 	: 	: 	729.82 	734.40 	756.12 	783.94 	750.76 	643.93 	679.14 
A,P_HTHAB,ICCS02011,BE331	: 	: 	: 	: 	: 	: 	: 	539.21 	555.59 	533.74 	580.57 	572.55 	474.41 	539.85 
A,P_HTHAB,ICCS02011,BE332	: 	: 	: 	: 	: 	: 	: 	894.39 	902.57 	944.28 	972.50 	910.59 	794.76 	822.25 
A,P_HTHAB,ICCS02011,BE334	: 	: 	: 	: 	: 	: 	: 	531.95 	473.80 	474.29 	521.19 	537.44 	406.07 	461.20 
A,P_HTHAB,ICCS02011,BE335	: 	: 	: 	: 	: 	: 	: 	578.24 	574.69 	574.90 	590.06 	599.49 	516.74 	564.38 
A,P_HTHAB,ICCS02011,BE336	: 	: 	: 	: 	: 	: 	: 	291.89 	340.09 	345.39 	358.58 	356.85 	272.93 	275.23 
A,P_HTHAB,ICCS02011,BE34	: 	: 	: 	: 	: 	: 	: 	562.69 	531.67 	589.56 	579.28 	595.08 	543.50 	570.05 
